"ID","事業者コード","事業者名","路線コード","路線名","駅コード","駅名","緯度","経度","向き1","着数1","発数1","向き2","着数2","発数2"
7911,436,"広島電鉄",12,"2号線",13,"山陽女学園前",34.36203,132.341315,"下り",121,121,"上り",108,108
7912,436,"広島電鉄",12,"2号線",14,"広電廿日市",34.35696359,132.33652857,"下り",121,115,"上り",107,108
7913,436,"広島電鉄",12,"2号線",15,"廿日市市役所前（平良）",34.35302212,132.32983187,"下り",115,115,"上り",107,107
7914,436,"広島電鉄",12,"2号線",16,"宮内",34.3473772,132.32505294,"下り",115,115,"上り",107,107
7915,436,"広島電鉄",12,"2号線",17,"JA広島病院前",34.34433,132.32273,"下り",115,108,"上り",100,107
7916,436,"広島電鉄",12,"2号線",18,"地御前",34.34089787,132.32011206,"下り",108,108,"上り",100,100
7917,436,"広島電鉄",12,"2号線",19,"阿品東",34.3268149,132.31855442,"下り",108,108,"上り",100,100
7918,436,"広島電鉄",12,"2号線",20,"広電阿品",34.32162165,132.31445335,"下り",108,108,"上り",100,100
7919,436,"広島電鉄",12,"2号線",21,"宮島ボートレース場",34.31435761,132.30496978,"下り",108,108,"上り",100,100
7920,436,"広島電鉄",12,"2号線",22,"広電宮島口",34.31179063,132.30491223,"下り",108,0,"上り",0,100
7921,436,"広島電鉄",13,"3・7号線",1,"紙屋町西",34.39544484,132.45697595,"下り",0,117,"上り",113,0
7922,436,"広島電鉄",13,"3・7号線",2,"本通",34.39328192,132.45696155,"下り",117,0,"上り",0,113
7923,436,"広島電鉄",14,"5号線",1,"的場町",34.39292602,132.47523873,"下り",0,87,"上り",87,0
7924,436,"広島電鉄",14,"5号線",2,"段原一丁目",34.39001452,132.47361142,"下り",87,87,"上り",87,87
7925,436,"広島電鉄",14,"5号線",3,"比治山下",34.3870435,132.47112006,"下り",87,87,"上り",87,87
7926,436,"広島電鉄",14,"5号線",4,"比治山橋",34.38337305,132.46875474,"下り",87,87,"上り",87,87
7927,436,"広島電鉄",14,"5号線",5,"南区役所前",34.38041399,132.4670844,"下り",87,87,"上り",87,87
7928,436,"広島電鉄",14,"5号線",6,"皆実町二丁目",34.37738353,132.46593244,"下り",87,87,"上り",87,87
7929,436,"広島電鉄",14,"5号線",7,"皆実町六丁目",34.3746283,132.46478227,"下り",87,0,"上り",0,87
7930,436,"広島電鉄",15,"6・8・9号線",1,"土橋",34.39451,132.446335,"下り",0,146,"上り",146,0
7931,436,"広島電鉄",15,"6・8・9号線",2,"舟入町",34.38944455,132.44501979,"下り",146,146,"上り",146,146
7932,436,"広島電鉄",15,"6・8・9号線",3,"舟入本町",34.385805,132.442785,"下り",146,146,"上り",146,146
7933,436,"広島電鉄",15,"6・8・9号線",4,"舟入幸町",34.383355,132.44128,"下り",146,146,"上り",146,146
7934,436,"広島電鉄",15,"6・8・9号線",5,"舟入川口町",34.38059278,132.43967859,"下り",146,146,"上り",146,146
7935,436,"広島電鉄",15,"6・8・9号線",6,"舟入南",34.37494954,132.43716422,"下り",146,146,"上り",146,146
7936,436,"広島電鉄",15,"6・8・9号線",7,"江波",34.37232321,132.4357388,"下り",146,0,"上り",0,146
7937,436,"広島電鉄",16,"7・8号線",1,"十日市町",34.3977741,132.44714294,"下り",0,151,"上り",153,0
7938,436,"広島電鉄",16,"7・8号線",2,"寺町",34.40081622,132.44808978,"下り",151,151,"上り",153,153
7939,436,"広島電鉄",16,"7・8号線",3,"別院前",34.40464289,132.4494149,"下り",151,151,"上り",153,153
7940,436,"広島電鉄",16,"7・8号線",4,"横川一丁目",34.40734047,132.44999103,"下り",151,151,"上り",153,153
7941,436,"広島電鉄",16,"7・8号線",5,"横川駅",34.40958445,132.45057183,"下り",151,0,"上り",0,153
7942,436,"広島電鉄",17,"9号線",1,"八丁堀",34.3941023,132.46359222,"下り",0,84,"上り",84,0
7943,436,"広島電鉄",17,"9号線",2,"女学院前",34.39817777,132.46485287,"下り",84,84,"上り",84,84
7944,436,"広島電鉄",17,"9号線",3,"縮景園前",34.39944941,132.46524176,"下り",84,84,"上り",84,84
7945,436,"広島電鉄",17,"9号線",4,"家庭裁判所前",34.4019332,132.46597632,"下り",84,84,"上り",84,84
7946,436,"広島電鉄",17,"9号線",5,"白島",34.40404853,132.46563064,"下り",84,0,"上り",0,84
7947,501,"札幌市",1,"東西線",1,"宮の沢",43.08959207,141.27783288,"下り",0,169,"上り",168,0
7948,501,"札幌市",1,"東西線",2,"発寒南",43.08153,141.29022,"下り",169,169,"上り",168,168
7949,501,"札幌市",1,"東西線",3,"琴似",43.075445,141.304445,"下り",169,169,"上り",168,168
7950,501,"札幌市",1,"東西線",4,"二十四軒",43.07045,141.313605,"下り",169,169,"上り",168,168
7951,501,"札幌市",1,"東西線",5,"西28丁目",43.060965,141.314565,"下り",169,169,"上り",168,168
7952,501,"札幌市",1,"東西線",6,"円山公園",43.055735,141.319515,"下り",169,169,"上り",168,168
7953,501,"札幌市",1,"東西線",7,"西18丁目",43.05724,141.330405,"下り",169,169,"上り",168,168
7954,501,"札幌市",1,"東西線",8,"西11丁目",43.058685,141.341395,"下り",169,169,"上り",168,168
7955,501,"札幌市",1,"東西線",9,"大通",43.060094,141.352314,"下り",169,169,"上り",168,168
7956,501,"札幌市",1,"東西線",10,"バスセンター前",43.061525,141.361925,"下り",169,169,"上り",168,168
7957,501,"札幌市",1,"東西線",11,"菊水",43.05726,141.372755,"下り",169,169,"上り",168,168
7958,501,"札幌市",1,"東西線",12,"東札幌",43.051772,141.384737,"下り",169,169,"上り",168,168
7959,501,"札幌市",1,"東西線",13,"白石",43.04635,141.395705,"下り",169,169,"上り",168,168
7960,501,"札幌市",1,"東西線",14,"南郷7丁目",43.040265,141.41097,"下り",169,169,"上り",168,168
7961,501,"札幌市",1,"東西線",15,"南郷13丁目",43.035725,141.422965,"下り",169,169,"上り",168,168
7962,501,"札幌市",1,"東西線",16,"南郷18丁目",43.03033,141.435165,"下り",169,169,"上り",168,168
7963,501,"札幌市",1,"東西線",17,"大谷地",43.02793,141.453145,"下り",169,169,"上り",168,168
7964,501,"札幌市",1,"東西線",18,"ひばりが丘",43.03225805,141.46441898,"下り",169,169,"上り",168,168
7965,501,"札幌市",1,"東西線",19,"新さっぽろ",43.03893,141.474015,"下り",169,0,"上り",0,168
7966,501,"札幌市",2,"南北線",1,"麻生",43.10833008,141.3383753,"下り",0,170,"上り",170,0
7967,501,"札幌市",2,"南北線",2,"北34条",43.100105,141.34213,"下り",170,170,"上り",170,170
7968,501,"札幌市",2,"南北線",3,"北24条",43.08961,141.344825,"下り",170,170,"上り",170,170
7969,501,"札幌市",2,"南北線",4,"北18条",43.081645,141.346755,"下り",170,170,"上り",170,170
7970,501,"札幌市",2,"南北線",5,"北12条",43.0747,141.348495,"下り",170,170,"上り",170,170
7971,501,"札幌市",2,"南北線",6,"さっぽろ",43.06586,141.350665,"下り",170,170,"上り",170,170
7972,501,"札幌市",2,"南北線",7,"大通",43.060006,141.352146,"下り",170,170,"上り",170,170
7973,501,"札幌市",2,"南北線",8,"すすきの",43.0553,141.353365,"下り",170,170,"上り",170,170
7974,501,"札幌市",2,"南北線",9,"中島公園",43.048475,141.355055,"下り",170,170,"上り",170,170
7975,501,"札幌市",2,"南北線",10,"幌平橋",43.04028659,141.35591638,"下り",170,170,"上り",170,170
7976,501,"札幌市",2,"南北線",11,"中の島",43.03752171,141.36121775,"下り",170,170,"上り",170,170
7977,501,"札幌市",2,"南北線",12,"平岸",43.03462,141.36837,"下り",170,170,"上り",170,170
7978,501,"札幌市",2,"南北線",13,"南平岸",43.026731,141.371357,"下り",170,170,"上り",170,170
7979,501,"札幌市",2,"南北線",14,"澄川",43.016825,141.36736,"下り",170,170,"上り",170,170
7980,501,"札幌市",2,"南北線",15,"自衛隊前",43.00606021,141.36476299,"下り",170,165,"上り",170,170
7981,501,"札幌市",2,"南北線",16,"真駒内",42.9910353,141.35845046,"下り",165,0,"上り",0,170
7982,501,"札幌市",3,"東豊線",1,"栄町",43.11302,141.367145,"下り",0,158,"上り",158,0
7983,501,"札幌市",3,"東豊線",2,"新道東",43.104825,141.369151,"下り",158,158,"上り",158,158
7984,501,"札幌市",3,"東豊線",3,"元町",43.09404,141.371785,"下り",158,158,"上り",158,158
7985,501,"札幌市",3,"東豊線",4,"環状通東",43.08238,141.374425,"下り",158,158,"上り",158,158
7986,501,"札幌市",3,"東豊線",5,"東区役所前",43.078215,141.36527,"下り",158,158,"上り",158,158
7987,501,"札幌市",3,"東豊線",6,"北13条東",43.076825,141.354935,"下り",158,158,"上り",158,158
7988,501,"札幌市",3,"東豊線",7,"さっぽろ",43.06624,141.353885,"下り",158,158,"上り",158,158
7989,501,"札幌市",3,"東豊線",8,"大通",43.06075,141.355302,"下り",158,158,"上り",158,158
7990,501,"札幌市",3,"東豊線",9,"豊水すすきの",43.054095,141.35699,"下り",158,158,"上り",158,158
7991,501,"札幌市",3,"東豊線",10,"学園前",43.04771,141.368955,"下り",158,158,"上り",158,158
7992,501,"札幌市",3,"東豊線",11,"豊平公園",43.04211,141.376165,"下り",158,158,"上り",158,158
7993,501,"札幌市",3,"東豊線",12,"美園",43.03615,141.385788,"下り",158,158,"上り",158,158
7994,501,"札幌市",3,"東豊線",13,"月寒中央",43.029971,141.396707,"下り",158,158,"上り",158,158
7995,501,"札幌市",3,"東豊線",14,"福住",43.021825,141.402885,"下り",158,0,"上り",0,158
7996,515,"広島高速交通",1,"アストラムライン",1,"本通",34.39347282,132.45707783,"下り",0,140,"上り",141,0
7997,515,"広島高速交通",1,"アストラムライン",2,"県庁前",34.396705,132.458169,"下り",140,140,"上り",141,141
7998,515,"広島高速交通",1,"アストラムライン",3,"城北",34.40541066,132.45888322,"下り",140,140,"上り",141,141
7999,515,"広島高速交通",1,"アストラムライン",4,"新白島",34.40747239,132.46013516,"下り",140,140,"上り",141,141
8000,515,"広島高速交通",1,"アストラムライン",5,"白島",34.410995,132.46281,"下り",140,140,"上り",141,141
8001,515,"広島高速交通",1,"アストラムライン",6,"牛田",34.41750357,132.46474983,"下り",140,140,"上り",141,141
8002,515,"広島高速交通",1,"アストラムライン",7,"不動院前",34.42665,132.46906,"下り",140,140,"上り",141,141
8003,515,"広島高速交通",1,"アストラムライン",8,"祇園新橋北",34.4354,132.471065,"下り",140,140,"上り",141,141
8004,515,"広島高速交通",1,"アストラムライン",9,"西原",34.44333,132.47477,"下り",140,140,"上り",141,141
8005,515,"広島高速交通",1,"アストラムライン",10,"中筋",34.451765,132.47694,"下り",140,140,"上り",141,141
8006,515,"広島高速交通",1,"アストラムライン",11,"古市",34.457525,132.475365,"下り",140,140,"上り",141,141
8007,515,"広島高速交通",1,"アストラムライン",12,"大町",34.461515,132.47072,"下り",140,139,"上り",139,141
8008,515,"広島高速交通",1,"アストラムライン",13,"毘沙門台",34.469458,132.462873,"下り",139,139,"上り",139,139
8009,515,"広島高速交通",1,"アストラムライン",14,"安東",34.47488,132.45349,"下り",139,139,"上り",139,139
8010,515,"広島高速交通",1,"アストラムライン",15,"上安",34.4757539,132.44476353,"下り",139,139,"上り",139,139
8011,515,"広島高速交通",1,"アストラムライン",16,"高取",34.47524,132.43841,"下り",139,139,"上り",139,139
8012,515,"広島高速交通",1,"アストラムライン",17,"長楽寺",34.472925,132.43091,"下り",139,115,"上り",110,139
8013,515,"広島高速交通",1,"アストラムライン",18,"伴",34.469885,132.419185,"下り",115,115,"上り",110,110
8014,515,"広島高速交通",1,"アストラムライン",19,"大原",34.46311096,132.4125881,"下り",115,115,"上り",110,110
8015,515,"広島高速交通",1,"アストラムライン",20,"伴中央",34.455615,132.40504,"下り",115,115,"上り",110,110
8016,515,"広島高速交通",1,"アストラムライン",21,"大塚",34.441805,132.40294,"下り",115,115,"上り",110,110
8017,515,"広島高速交通",1,"アストラムライン",22,"広域公園前",34.43544,132.40012,"下り",115,0,"上り",0,110
8018,516,"スカイレールサービス",1,"瀬野線",1,"みどり口",34.422325,132.596315,"下り",0,87,"上り",87,0
8019,516,"スカイレールサービス",1,"瀬野線",2,"みどり中街",34.42765,132.595015,"下り",87,87,"上り",87,87
8020,516,"スカイレールサービス",1,"瀬野線",3,"みどり中央",34.43024,132.589605,"下り",87,0,"上り",0,87
8021,517,"北九州高速鉄道",1,"北九州モノレール",1,"小倉",33.88654,130.882065,"下り",0,106,"上り",106,0
8022,517,"北九州高速鉄道",1,"北九州モノレール",2,"平和通",33.88294,130.88119,"下り",106,106,"上り",106,106
8023,517,"北九州高速鉄道",1,"北九州モノレール",3,"旦過",33.88062,130.88019,"下り",106,106,"上り",106,106
8024,517,"北九州高速鉄道",1,"北九州モノレール",4,"香春口三萩野",33.873185,130.88059,"下り",106,106,"上り",106,106
8025,517,"北九州高速鉄道",1,"北九州モノレール",5,"片野",33.865475,130.88009,"下り",106,106,"上り",106,106
8026,517,"北九州高速鉄道",1,"北九州モノレール",6,"城野",33.85845,130.879625,"下り",106,106,"上り",106,106
8027,517,"北九州高速鉄道",1,"北九州モノレール",7,"北方",33.849085,130.87807,"下り",106,106,"上り",106,106
8028,517,"北九州高速鉄道",1,"北九州モノレール",8,"競馬場前",33.84287,130.87661,"下り",106,106,"上り",106,106
8029,517,"北九州高速鉄道",1,"北九州モノレール",9,"守恒",33.836577,130.872994,"下り",106,106,"上り",106,106
8030,517,"北九州高速鉄道",1,"北九州モノレール",10,"徳力公団前",33.830385,130.86759,"下り",106,106,"上り",106,106
8031,517,"北九州高速鉄道",1,"北九州モノレール",11,"徳力嵐山口",33.8247,130.863765,"下り",106,106,"上り",106,106
8032,517,"北九州高速鉄道",1,"北九州モノレール",12,"志井",33.822515,130.871405,"下り",106,106,"上り",106,106
8033,517,"北九州高速鉄道",1,"北九州モノレール",13,"企救丘",33.819705,130.877605,"下り",106,0,"上り",0,106
8034,518,"沖縄都市モノレール",1,"ゆいレール",1,"那覇空港",26.20664924,127.65221464,"下り",0,131,"上り",130,0
8035,518,"沖縄都市モノレール",1,"ゆいレール",2,"赤嶺",26.19324134,127.66048739,"下り",131,131,"上り",130,130
8036,518,"沖縄都市モノレール",1,"ゆいレール",3,"小禄",26.19655,127.66703,"下り",131,131,"上り",130,130
8037,518,"沖縄都市モノレール",1,"ゆいレール",4,"奥武山公園",26.200655,127.67524,"下り",131,131,"上り",130,130
8038,518,"沖縄都市モノレール",1,"ゆいレール",5,"壺川",26.205785,127.67838,"下り",131,131,"上り",130,130
8039,518,"沖縄都市モノレール",1,"ゆいレール",6,"旭橋",26.21195,127.67548,"下り",131,131,"上り",130,130
8040,518,"沖縄都市モノレール",1,"ゆいレール",7,"県庁前",26.21439,127.679315,"下り",131,131,"上り",130,130
8041,518,"沖縄都市モノレール",1,"ゆいレール",8,"美栄橋",26.21920971,127.68430234,"下り",131,131,"上り",130,130
8042,518,"沖縄都市モノレール",1,"ゆいレール",9,"牧志",26.217115,127.69256,"下り",131,131,"上り",133,130
8043,518,"沖縄都市モノレール",1,"ゆいレール",10,"安里",26.216745,127.69573,"下り",131,131,"上り",133,133
8044,518,"沖縄都市モノレール",1,"ゆいレール",11,"おもろまち",26.22279073,127.69840421,"下り",131,131,"上り",133,133
8045,518,"沖縄都市モノレール",1,"ゆいレール",12,"古島",26.23088971,127.703043,"下り",131,131,"上り",133,133
8046,518,"沖縄都市モノレール",1,"ゆいレール",13,"市立病院前",26.22747917,127.71008188,"下り",131,131,"上り",133,133
8047,518,"沖縄都市モノレール",1,"ゆいレール",14,"儀保",26.22470711,127.71895306,"下り",131,131,"上り",133,133
8048,518,"沖縄都市モノレール",1,"ゆいレール",15,"首里",26.21918168,127.72557495,"下り",131,126,"上り",128,133
8049,518,"沖縄都市モノレール",1,"ゆいレール",16,"石嶺",26.22698848,127.72901183,"下り",126,126,"上り",128,128
8050,518,"沖縄都市モノレール",1,"ゆいレール",17,"経塚",26.23672187,127.72853531,"下り",126,126,"上り",128,128
8051,518,"沖縄都市モノレール",1,"ゆいレール",18,"浦添前田",26.24385645,127.73226806,"下り",126,126,"上り",128,128
8052,518,"沖縄都市モノレール",1,"ゆいレール",19,"てだこ浦西",26.2417474,127.74188673,"下り",126,0,"上り",0,128
8053,551,"函館市",1,"2系統",1,"谷地頭",41.75337041,140.71644728,"下り",0,58,"上り",58,0
8054,551,"函館市",1,"2系統",2,"青柳町",41.75661486,140.71859795,"下り",58,58,"上り",58,58
8055,551,"函館市",1,"2系統",3,"宝来町",41.76101184,140.71996801,"下り",58,58,"上り",58,58
8056,551,"函館市",1,"2系統",4,"十字街",41.76415775,140.71870936,"下り",58,0,"上り",0,58
8057,551,"函館市",2,"5系統",1,"函館どつく前",41.77308286,140.70441678,"下り",0,58,"上り",58,0
8058,551,"函館市",2,"5系統",2,"大町",41.77019515,140.70911728,"下り",58,58,"上り",58,58
8059,551,"函館市",2,"5系統",3,"末広町",41.766655,140.71242,"下り",58,59,"上り",59,58
8060,551,"函館市",2,"5系統",4,"十字街",41.76415775,140.71870936,"下り",59,0,"上り",0,59
8061,551,"函館市",3,"2系統・5系統",1,"十字街",41.76415775,140.71870936,"下り",0,118,"上り",117,0
8062,551,"函館市",3,"2系統・5系統",2,"魚市場通",41.76653732,140.72266028,"下り",118,118,"上り",117,117
8063,551,"函館市",3,"2系統・5系統",3,"市役所前",41.76947268,140.72560799,"下り",118,118,"上り",117,117
8064,551,"函館市",3,"2系統・5系統",4,"函館駅前",41.77232472,140.72783869,"下り",118,118,"上り",118,117
8065,551,"函館市",3,"2系統・5系統",5,"松風町",41.771481,140.73314457,"下り",118,118,"上り",118,118
8066,551,"函館市",3,"2系統・5系統",6,"新川町",41.77350127,140.73529675,"下り",118,118,"上り",118,118
8067,551,"函館市",3,"2系統・5系統",7,"千歳町",41.77573537,140.73805343,"下り",118,118,"上り",118,118
8068,551,"函館市",3,"2系統・5系統",8,"昭和橋",41.77802883,140.74089216,"下り",118,118,"上り",118,118
8069,551,"函館市",3,"2系統・5系統",9,"堀川町",41.7804056,140.74396783,"下り",118,118,"上り",118,118
8070,551,"函館市",3,"2系統・5系統",10,"千代台",41.78395854,140.74836967,"下り",118,118,"上り",118,118
8071,551,"函館市",3,"2系統・5系統",11,"中央病院前",41.78662056,140.7509516,"下り",118,118,"上り",118,118
8072,551,"函館市",3,"2系統・5系統",12,"五稜郭公園前",41.78924681,140.75219475,"下り",118,118,"上り",118,118
8073,551,"函館市",3,"2系統・5系統",13,"杉並町",41.78864076,140.75949428,"下り",118,118,"上り",118,118
8074,551,"函館市",3,"2系統・5系統",14,"柏木町",41.78793964,140.76532753,"下り",118,118,"上り",118,118
8075,551,"函館市",3,"2系統・5系統",15,"深堀町",41.78717904,140.76996702,"下り",118,118,"上り",118,118
8076,551,"函館市",3,"2系統・5系統",16,"競馬場前",41.78444567,140.77583231,"下り",118,118,"上り",118,118
8077,551,"函館市",3,"2系統・5系統",17,"駒場車庫前",41.78324067,140.77927432,"下り",118,133,"上り",133,118
8078,551,"函館市",3,"2系統・5系統",18,"函館アリーナ前",41.78194007,140.78237509,"下り",133,133,"上り",133,133
8079,551,"函館市",3,"2系統・5系統",19,"湯の川温泉",41.78005381,140.78510575,"下り",133,133,"上り",133,133
8080,551,"函館市",3,"2系統・5系統",20,"湯の川",41.78108819,140.78999129,"下り",133,0,"上り",0,133
8081,552,"札幌市交通事業振興公社",1,"札幌市電",1,"西4丁目",43.058895,141.351845,"内回り",0,147,"外回り",146,0
8082,552,"札幌市交通事業振興公社",1,"札幌市電",2,"西8丁目",43.05818,141.34672,"内回り",147,147,"外回り",146,146
8083,552,"札幌市交通事業振興公社",1,"札幌市電",3,"中央区役所前",43.057515,141.341975,"内回り",147,147,"外回り",146,146
8084,552,"札幌市交通事業振興公社",1,"札幌市電",4,"西15丁目",43.05624,141.335225,"内回り",147,147,"外回り",146,146
8085,552,"札幌市交通事業振興公社",1,"札幌市電",5,"西線6条",43.05157,141.335035,"内回り",147,147,"外回り",146,146
8086,552,"札幌市交通事業振興公社",1,"札幌市電",6,"西線9条旭山公園通",43.048265,141.33546,"内回り",147,147,"外回り",146,146
8087,552,"札幌市交通事業振興公社",1,"札幌市電",7,"西線11条",43.044955,141.33587,"内回り",147,147,"外回り",146,146
8088,552,"札幌市交通事業振興公社",1,"札幌市電",8,"西線14条",43.04064,141.336435,"内回り",147,147,"外回り",146,146
8089,552,"札幌市交通事業振興公社",1,"札幌市電",9,"西線16条",43.03731,141.336845,"内回り",147,147,"外回り",146,146
8090,552,"札幌市交通事業振興公社",1,"札幌市電",10,"ロープウェイ入口",43.033965,141.33728,"内回り",147,147,"外回り",146,146
8091,552,"札幌市交通事業振興公社",1,"札幌市電",11,"電車事業所前",43.03066,141.3377,"内回り",147,147,"外回り",146,146
8092,552,"札幌市交通事業振興公社",1,"札幌市電",12,"中央図書館前",43.03042,141.34008,"内回り",147,147,"外回り",143,146
8093,552,"札幌市交通事業振興公社",1,"札幌市電",13,"石山通",43.03071,141.34422,"内回り",147,147,"外回り",143,143
8094,552,"札幌市交通事業振興公社",1,"札幌市電",14,"東屯田通",43.031045,141.348835,"内回り",147,147,"外回り",143,143
8095,552,"札幌市交通事業振興公社",1,"札幌市電",15,"幌南小学校前",43.032295,141.35191,"内回り",147,147,"外回り",143,143
8096,552,"札幌市交通事業振興公社",1,"札幌市電",16,"山鼻19条",43.03506,141.351565,"内回り",147,147,"外回り",143,143
8097,552,"札幌市交通事業振興公社",1,"札幌市電",17,"静修学園前",43.03831,141.351115,"内回り",147,147,"外回り",143,143
8098,552,"札幌市交通事業振興公社",1,"札幌市電",18,"行啓通",43.04167,141.35067,"内回り",147,147,"外回り",143,143
8099,552,"札幌市交通事業振興公社",1,"札幌市電",19,"中島公園通",43.045905,141.350145,"内回り",147,147,"外回り",143,143
8100,552,"札幌市交通事業振興公社",1,"札幌市電",20,"山鼻9条",43.049015,141.349765,"内回り",147,147,"外回り",143,143
8101,552,"札幌市交通事業振興公社",1,"札幌市電",21,"東本願寺前",43.05171,141.349355,"内回り",147,147,"外回り",143,143
8102,552,"札幌市交通事業振興公社",1,"札幌市電",22,"資生館小学校前",43.055115,141.34926,"内回り",147,147,"外回り",143,143
8103,552,"札幌市交通事業振興公社",1,"札幌市電",23,"すすきの",43.05556,141.35273,"内回り",147,147,"外回り",143,143
8104,552,"札幌市交通事業振興公社",1,"札幌市電",24,"狸小路",43.05704411,141.35284982,"内回り",147,147,"外回り",143,143
8105,552,"札幌市交通事業振興公社",1,"札幌市電",25,"西4丁目",43.058895,141.351845,"内回り",147,0,"外回り",0,143
8106,554,"阪堺電気軌道",1,"阪堺線",1,"恵美須町",34.65381896,135.50493753,"下り",0,36,"上り",36,0
8107,554,"阪堺電気軌道",1,"阪堺線",2,"新今宮駅前",34.649541,135.50332895,"下り",36,36,"上り",36,36
8108,554,"阪堺電気軌道",1,"阪堺線",3,"今池",34.64566,135.50229,"下り",36,36,"上り",36,36
8109,554,"阪堺電気軌道",1,"阪堺線",4,"今船",34.64302943,135.50166046,"下り",36,36,"上り",36,36
8110,554,"阪堺電気軌道",1,"阪堺線",5,"松田町",34.63936046,135.50087183,"下り",36,36,"上り",36,36
8111,554,"阪堺電気軌道",1,"阪堺線",6,"北天下茶屋",34.63645211,135.50023384,"下り",36,36,"上り",36,36
8112,554,"阪堺電気軌道",1,"阪堺線",7,"聖天坂",34.63301152,135.49943406,"下り",36,36,"上り",36,36
8113,554,"阪堺電気軌道",1,"阪堺線",8,"天神ノ森",34.62940044,135.49784774,"下り",36,36,"上り",36,36
8114,554,"阪堺電気軌道",1,"阪堺線",9,"東玉出",34.62677644,135.49589512,"下り",36,36,"上り",36,36
8115,554,"阪堺電気軌道",1,"阪堺線",10,"塚西",34.623555,135.49461,"下り",36,36,"上り",36,36
8116,554,"阪堺電気軌道",1,"阪堺線",11,"東粉浜",34.6182053,135.49266524,"下り",36,36,"上り",36,36
8117,554,"阪堺電気軌道",1,"阪堺線",12,"住吉",34.61417658,135.49176136,"下り",36,194,"上り",194,36
8118,554,"阪堺電気軌道",1,"阪堺線",13,"住吉鳥居前",34.612539,135.49120311,"下り",194,194,"上り",194,194
8119,554,"阪堺電気軌道",1,"阪堺線",14,"細井川",34.60971,135.49116,"下り",194,194,"上り",194,194
8120,554,"阪堺電気軌道",1,"阪堺線",15,"安立町",34.60546,135.49009,"下り",194,194,"上り",194,194
8121,554,"阪堺電気軌道",1,"阪堺線",16,"我孫子道",34.60068548,135.48889579,"下り",194,78,"上り",78,194
8122,554,"阪堺電気軌道",1,"阪堺線",17,"大和川",34.59466,135.48675,"下り",78,78,"上り",78,78
8123,554,"阪堺電気軌道",1,"阪堺線",18,"高須神社",34.59044084,135.48517731,"下り",78,78,"上り",78,78
8124,554,"阪堺電気軌道",1,"阪堺線",19,"綾ノ町",34.587915,135.4832,"下り",78,78,"上り",78,78
8125,554,"阪堺電気軌道",1,"阪堺線",20,"神明町",34.58556838,135.48041361,"下り",78,78,"上り",78,78
8126,554,"阪堺電気軌道",1,"阪堺線",21,"妙国寺前",34.58372298,135.47869144,"下り",78,78,"上り",78,78
8127,554,"阪堺電気軌道",1,"阪堺線",22,"花田口",34.58178598,135.47688721,"下り",78,78,"上り",78,78
8128,554,"阪堺電気軌道",1,"阪堺線",23,"大小路",34.57918343,135.47447677,"下り",78,78,"上り",78,78
8129,554,"阪堺電気軌道",1,"阪堺線",24,"宿院",34.57646195,135.47195085,"下り",78,78,"上り",78,78
8130,554,"阪堺電気軌道",1,"阪堺線",25,"寺地町",34.57364113,135.46933573,"下り",78,78,"上り",78,78
8131,554,"阪堺電気軌道",1,"阪堺線",26,"御陵前",34.57080088,135.46672344,"下り",78,78,"上り",78,78
8132,554,"阪堺電気軌道",1,"阪堺線",27,"東湊",34.56485306,135.46262311,"下り",78,78,"上り",78,78
8133,554,"阪堺電気軌道",1,"阪堺線",28,"石津北",34.56038943,135.45908562,"下り",78,78,"上り",78,78
8134,554,"阪堺電気軌道",1,"阪堺線",29,"石津",34.5554,135.455035,"下り",78,78,"上り",78,78
8135,554,"阪堺電気軌道",1,"阪堺線",30,"船尾",34.54996835,135.45058538,"下り",78,78,"上り",78,78
8136,554,"阪堺電気軌道",1,"阪堺線",31,"浜寺駅前",34.54171959,135.44331298,"下り",78,0,"上り",0,78
8137,554,"阪堺電気軌道",2,"上町線",1,"天王寺駅前",34.64606464,135.51281184,"下り",0,158,"上り",158,0
8138,554,"阪堺電気軌道",2,"上町線",2,"阿倍野",34.64181018,135.51174291,"下り",158,158,"上り",158,158
8139,554,"阪堺電気軌道",2,"上町線",3,"松虫",34.635485,135.509845,"下り",158,158,"上り",158,158
8140,554,"阪堺電気軌道",2,"上町線",4,"東天下茶屋",34.63262693,135.5085264,"下り",158,158,"上り",158,158
8141,554,"阪堺電気軌道",2,"上町線",5,"北畠",34.6273,135.505485,"下り",158,158,"上り",158,158
8142,554,"阪堺電気軌道",2,"上町線",6,"姫松",34.6241,135.50317,"下り",158,158,"上り",158,158
8143,554,"阪堺電気軌道",2,"上町線",7,"帝塚山三丁目",34.62056,135.50075,"下り",158,158,"上り",158,158
8144,554,"阪堺電気軌道",2,"上町線",8,"帝塚山四丁目",34.61761974,135.49898092,"下り",158,158,"上り",158,158
8145,554,"阪堺電気軌道",2,"上町線",9,"神ノ木",34.61583,135.49674,"下り",158,158,"上り",158,158
8146,554,"阪堺電気軌道",2,"上町線",10,"住吉",34.61439811,135.49207973,"下り",158,0,"上り",0,158
8147,555,"岡山電気軌道",1,"東山線",1,"岡山駅前",34.66554338,133.91981104,"下り",0,131,"上り",131,0
8148,555,"岡山電気軌道",1,"東山線",2,"西川緑道公園",34.66554,133.923285,"下り",131,131,"上り",131,131
8149,555,"岡山電気軌道",1,"東山線",3,"柳川",34.66563602,133.92570619,"下り",131,131,"上り",131,131
